station;year;month;day;period;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
48;2019;3;25;D;064.1;072.3;066.0;062.6;056.1;053.4
48;2019;3;25;E;062.7;069.5;065.0;061.8;056.6;053.9
48;2019;3;25;N;056.3;063.2;059.9;054.2;047.1;042.8
48;2019;3;25;T;062.4;070.6;065.2;060.3;051.2;044.6
50;2019;3;25;D;066.4;072.5;067.6;064.3;061.3;058.8
50;2019;3;25;E;065.8;074.0;066.6;063.2;059.4;056.3
50;2019;3;25;N;059.2;066.8;062.8;056.1;048.6;045.2
50;2019;3;25;T;064.9;071.3;066.7;062.8;052.6;046.5
54;2019;3;25;D;060.5;066.8;063.4;059.3;055.1;051.7
54;2019;3;25;E;060.2;067.4;062.9;058.9;053.5;049.1
54;2019;3;25;N;052.4;063.0;056.4;044.0;039.1;037.2
54;2019;3;25;T;059.0;066.3;062.6;057.4;041.2;038.0
55;2019;3;25;D;062.8;069.7;060.7;054.3;050.2;048.1
55;2019;3;25;E;056.9;065.2;059.4;054.4;051.2;048.3
55;2019;3;25;N;051.7;061.5;055.3;047.1;041.4;039.5
55;2019;3;25;T;060.4;066.1;059.5;052.9;044.4;040.2
86;2019;3;25;D;058.2;066.9;061.8;055.1;048.2;043.8
86;2019;3;25;E;056.0;065.4;059.6;051.5;044.4;041.9
86;2019;3;25;N;049.5;060.8;052.9;038.8;035.6;035.1
86;2019;3;25;T;056.2;065.9;060.2;051.6;036.8;035.2
1;2019;3;24;D;065.2;072.2;068.8;062.0;055.5;052.1
1;2019;3;24;E;067.2;073.8;070.6;064.8;058.4;055.1
1;2019;3;24;N;066.7;072.1;069.8;062.5;057.0;053.5
1;2019;3;24;T;066.2;072.9;069.6;062.7;056.4;052.5
2;2019;3;24;D;066.8;073.7;067.9;063.5;058.9;054.8
2;2019;3;24;E;069.9;079.0;070.1;066.9;063.8;061.1
2;2019;3;24;N;066.8;072.8;068.8;064.9;059.8;056.1
2;2019;3;24;T;067.5;075.0;068.8;064.6;059.6;055.2
3;2019;3;24;D;058.1;066.0;060.9;056.0;050.5;047.0
3;2019;3;24;E;059.1;067.2;061.3;057.3;054.3;052.4
3;2019;3;24;N;061.4;071.2;063.6;058.6;054.9;050.5
3;2019;3;24;T;059.5;068.7;062.0;057.0;052.0;047.6
4;2019;3;24;D;063.2;072.3;064.9;061.3;058.3;054.7
4;2019;3;24;E;064.0;073.1;065.6;062.2;059.8;058.0
4;2019;3;24;N;062.3;070.9;064.6;060.2;056.0;052.2
4;2019;3;24;T;063.1;072.2;064.9;061.2;057.4;053.4
5;2019;3;24;D;060.2;066.6;061.6;057.5;053.0;049.0
5;2019;3;24;E;060.2;068.2;062.6;058.4;054.2;050.6
5;2019;3;24;N;053.2;061.5;056.6;050.6;044.9;042.0
5;2019;3;24;T;058.9;066.2;061.1;056.0;047.9;043.1
6;2019;3;24;D;068.5;076.0;071.7;065.2;058.5;053.0
6;2019;3;24;E;069.0;075.5;072.1;066.3;062.5;059.4
6;2019;3;24;N;068.0;074.5;071.3;065.4;059.6;054.0
6;2019;3;24;T;068.3;075.5;071.6;065.4;059.5;053.5
8;2019;3;24;D;064.1;070.7;066.9;062.7;055.8;048.5
8;2019;3;24;E;065.2;072.1;067.7;063.6;059.2;055.0
8;2019;3;24;N;064.2;071.1;067.7;062.5;055.0;047.8
8;2019;3;24;T;064.3;071.1;067.3;062.8;055.9;048.5
10;2019;3;24;D;062.5;070.9;066.1;058.8;052.0;046.1
10;2019;3;24;E;064.7;071.4;066.4;060.0;054.9;051.2
10;2019;3;24;N;059.6;069.3;063.3;054.5;047.0;043.6
10;2019;3;24;T;062.3;070.7;065.5;057.9;049.7;044.5
11;2019;3;24;D;064.9;071.4;067.2;062.6;055.6;049.3
11;2019;3;24;E;064.3;070.1;067.0;063.2;057.2;052.1
11;2019;3;24;N;064.0;074.3;065.6;058.6;050.4;045.0
11;2019;3;24;T;064.5;071.6;066.8;061.5;053.2;047.0
12;2019;3;24;D;062.2;070.2;063.8;059.9;055.5;052.0
12;2019;3;24;E;063.1;069.7;064.6;061.2;057.7;055.0
12;2019;3;24;N;059.3;066.0;061.7;057.4;052.5;048.8
12;2019;3;24;T;061.6;069.1;063.5;059.3;054.2;050.2
13;2019;3;24;D;055.5;063.9;058.8;052.7;046.1;043.5
13;2019;3;24;E;056.0;063.8;058.6;053.4;047.8;043.8
13;2019;3;24;N;052.3;061.9;055.9;045.4;039.9;038.1
13;2019;3;24;T;054.8;063.6;058.2;051.1;042.6;038.7
16;2019;3;24;D;058.3;064.6;061.8;056.7;047.9;043.0
16;2019;3;24;E;059.1;065.3;062.6;058.0;048.4;041.5
16;2019;3;24;N;055.9;064.1;060.3;051.9;039.9;035.7
16;2019;3;24;T;057.8;064.7;061.6;055.7;044.3;037.0
17;2019;3;24;D;056.2;065.0;058.6;052.9;047.4;044.2
17;2019;3;24;E;058.4;065.8;060.6;055.3;050.0;043.3
17;2019;3;24;N;048.8;058.8;051.6;043.6;036.4;034.2
17;2019;3;24;T;055.4;064.4;058.2;051.2;039.8;034.9
18;2019;3;24;D;055.7;064.1;058.7;053.2;046.6;043.7
18;2019;3;24;E;056.7;064.9;058.8;054.1;048.0;043.6
18;2019;3;24;N;049.2;058.7;052.8;045.9;040.3;038.8
18;2019;3;24;T;054.6;063.4;057.8;051.2;042.6;039.3
19;2019;3;24;D;058.0;065.8;060.4;054.2;048.5;045.0
19;2019;3;24;E;061.3;066.9;060.9;055.0;050.3;047.4
19;2019;3;24;N;056.1;065.6;059.9;051.3;043.7;039.3
19;2019;3;24;T;058.4;065.9;060.4;053.5;046.6;040.9
20;2019;3;24;D;059.4;067.4;060.0;055.8;051.4;046.8
20;2019;3;24;E;058.1;066.7;060.6;056.3;050.7;046.4
20;2019;3;24;N;053.3;062.9;055.4;049.0;042.9;039.6
20;2019;3;24;T;057.8;066.2;059.4;054.5;046.0;040.6
24;2019;3;24;D;052.2;059.2;054.9;051.2;044.1;040.7
24;2019;3;24;E;048.0;054.2;050.8;047.0;042.5;039.3
24;2019;3;24;N;044.4;050.8;047.4;043.4;038.5;037.1
24;2019;3;24;T;050.1;057.8;053.7;047.1;040.0;037.4
25;2019;3;24;D;065.3;069.3;066.8;065.0;062.0;058.0
25;2019;3;24;E;065.3;068.0;066.7;065.2;063.3;061.2
25;2019;3;24;N;061.7;066.8;064.6;060.9;054.7;048.5
25;2019;3;24;T;064.4;068.6;066.5;064.2;058.4;051.2
26;2019;3;24;D;059.0;065.8;062.1;057.2;054.4;052.4
26;2019;3;24;E;059.1;064.9;061.9;057.5;055.5;054.2
26;2019;3;24;N;055.2;064.0;058.5;053.0;045.4;041.6
26;2019;3;24;T;058.2;065.2;061.5;056.4;050.0;043.0
27;2019;3;24;D;060.9;071.5;065.1;054.1;048.1;043.6
27;2019;3;24;E;060.5;070.2;063.9;052.9;046.6;042.6
27;2019;3;24;N;058.9;069.9;061.9;052.2;041.3;037.1
27;2019;3;24;T;060.2;070.9;063.8;053.2;045.1;038.7
28;2019;3;24;D;065.1;073.3;069.2;060.3;050.3;044.5
28;2019;3;24;E;064.5;073.0;068.7;060.7;052.0;045.7
28;2019;3;24;N;059.3;070.4;063.3;049.2;041.5;037.9
28;2019;3;24;T;063.7;072.8;068.0;057.7;043.7;039.8
29;2019;3;24;D;056.0;064.4;059.5;052.8;046.5;041.5
29;2019;3;24;E;056.6;064.7;060.6;052.6;043.4;038.2
29;2019;3;24;N;050.2;062.1;052.7;042.2;034.2;033.0
29;2019;3;24;T;054.8;063.8;059.0;049.9;037.5;033.3
30;2019;3;24;D;058.6;064.1;060.2;056.0;049.5;046.1
30;2019;3;24;E;057.5;065.1;060.2;055.5;049.4;047.1
30;2019;3;24;N;053.6;064.9;054.4;046.0;038.7;037.1
30;2019;3;24;T;057.2;064.4;059.6;053.4;042.1;037.6
31;2019;3;24;D;061.3;071.1;066.3;052.2;046.6;042.9
31;2019;3;24;E;061.0;070.9;066.1;053.1;044.5;040.3
31;2019;3;24;N;053.2;066.8;051.5;044.8;039.5;037.1
31;2019;3;24;T;059.7;070.6;064.6;049.7;041.8;037.8
47;2019;3;24;D;050.7;059.7;052.9;047.5;042.9;040.1
47;2019;3;24;E;059.1;073.1;054.2;047.1;043.2;040.7
47;2019;3;24;N;046.7;056.8;048.9;039.3;033.5;031.7
47;2019;3;24;T;053.2;060.7;052.4;046.0;036.0;032.3
48;2019;3;24;D;059.7;066.3;062.1;058.8;052.9;048.0
48;2019;3;24;E;060.6;066.8;062.5;060.2;056.5;053.3
48;2019;3;24;N;061.3;072.0;062.3;058.8;052.9;048.6
48;2019;3;24;T;060.4;067.3;062.2;059.0;053.3;048.5
50;2019;3;24;D;064.2;071.5;065.1;061.6;057.4;054.1
50;2019;3;24;E;064.7;069.6;065.5;062.4;059.0;056.4
50;2019;3;24;N;061.6;068.0;063.9;059.3;054.0;050.7
50;2019;3;24;T;063.6;070.0;064.9;061.1;056.0;052.0
54;2019;3;24;D;057.8;064.6;061.0;056.4;049.3;045.6
54;2019;3;24;E;059.4;066.0;062.0;057.7;052.8;047.0
54;2019;3;24;N;053.7;063.5;057.5;048.0;041.3;038.6
54;2019;3;24;T;057.0;064.5;060.6;054.9;044.4;039.5
55;2019;3;24;D;054.1;062.4;056.8;051.1;047.3;044.5
55;2019;3;24;E;054.0;062.4;056.6;050.4;046.5;044.3
55;2019;3;24;N;050.8;060.5;053.0;045.9;041.4;039.9
55;2019;3;24;T;053.1;061.9;056.0;049.8;043.9;040.3
86;2019;3;24;D;055.1;065.5;058.6;050.5;044.3;041.5
86;2019;3;24;E;054.9;065.0;058.7;050.1;041.5;037.8
86;2019;3;24;N;051.1;062.3;054.2;042.3;035.7;034.4
86;2019;3;24;T;054.0;064.6;057.6;048.3;037.7;035.1
1;2019;3;23;D;066.8;073.0;070.2;063.6;058.1;054.0
1;2019;3;23;E;067.4;074.0;070.3;065.4;059.8;056.6
1;2019;3;23;N;065.7;072.1;069.7;062.3;057.1;053.6
1;2019;3;23;T;066.6;072.8;070.0;063.5;057.9;054.2
2;2019;3;23;D;068.2;074.5;070.0;067.2;063.3;059.7
2;2019;3;23;E;069.2;076.3;070.2;067.6;064.7;061.1
2;2019;3;23;N;066.7;072.3;069.0;065.2;060.5;057.2
2;2019;3;23;T;068.0;074.3;069.8;066.8;062.1;058.2
3;2019;3;23;D;059.6;067.6;062.1;057.3;052.1;048.8
3;2019;3;23;E;062.0;070.5;063.9;059.6;057.3;055.7
3;2019;3;23;N;061.0;070.0;063.7;058.4;054.6;051.3
3;2019;3;23;T;060.6;069.2;063.0;058.3;053.4;049.5
4;2019;3;23;D;064.7;073.4;066.0;062.8;060.1;056.5
4;2019;3;23;E;065.5;074.9;066.6;063.4;061.4;059.9
4;2019;3;23;N;062.9;072.3;064.7;060.1;055.6;051.8
4;2019;3;23;T;064.4;073.7;065.8;062.4;058.1;053.2
5;2019;3;23;D;059.8;066.7;062.0;058.3;054.3;050.7
5;2019;3;23;E;060.8;068.4;062.9;059.0;055.2;051.6
5;2019;3;23;N;054.0;062.5;057.0;051.1;045.0;042.0
5;2019;3;23;T;058.8;066.4;061.6;057.0;048.4;043.1
6;2019;3;23;D;069.7;076.8;072.7;066.9;062.4;057.3
6;2019;3;23;E;070.2;076.5;072.8;067.7;064.0;061.4
6;2019;3;23;N;067.9;074.7;071.2;065.4;060.0;055.1
6;2019;3;23;T;069.3;076.0;072.4;066.5;061.7;056.3
8;2019;3;23;D;065.2;071.5;067.7;063.8;059.4;052.6
8;2019;3;23;E;065.8;072.0;067.6;064.1;060.6;057.5
8;2019;3;23;N;064.3;071.2;067.5;062.4;054.9;047.7
8;2019;3;23;T;065.0;071.4;067.6;063.5;058.2;050.0
10;2019;3;23;D;064.3;071.5;067.0;060.1;053.9;047.6
10;2019;3;23;E;064.3;071.3;067.0;060.7;055.5;051.6
10;2019;3;23;N;059.9;069.6;063.6;055.0;047.8;044.0
10;2019;3;23;T;063.3;071.0;066.3;058.9;051.0;045.2
11;2019;3;23;D;068.1;079.6;069.0;064.3;058.1;050.5
11;2019;3;23;E;065.5;071.8;067.8;064.3;059.8;055.7
11;2019;3;23;N;062.2;070.1;065.7;058.9;050.4;045.1
11;2019;3;23;T;066.4;078.0;067.9;063.0;054.4;046.8
12;2019;3;23;D;064.4;073.1;064.7;061.1;057.2;054.0
12;2019;3;23;E;063.5;071.5;064.7;061.5;058.3;056.3
12;2019;3;23;N;059.6;065.9;062.0;057.4;052.3;049.0
12;2019;3;23;T;063.0;070.8;064.1;060.1;054.8;050.3
13;2019;3;23;D;057.7;064.6;059.7;054.1;048.0;045.0
13;2019;3;23;E;057.9;066.1;059.5;054.0;049.1;046.5
13;2019;3;23;N;052.0;062.0;055.6;045.1;038.8;037.2
13;2019;3;23;T;056.5;064.1;058.9;052.2;041.8;037.7
16;2019;3;23;D;059.3;065.7;062.6;058.0;050.1;045.0
16;2019;3;23;E;059.3;065.4;062.5;058.0;050.0;043.9
16;2019;3;23;N;056.5;064.8;060.8;052.3;039.6;035.9
16;2019;3;23;T;058.5;065.3;062.2;056.7;045.3;037.0
17;2019;3;23;D;057.2;065.7;058.9;054.1;049.9;047.1
17;2019;3;23;E;056.8;066.6;060.4;052.7;045.8;042.2
17;2019;3;23;N;049.0;058.5;052.5;044.2;038.1;035.8
17;2019;3;23;T;055.7;064.9;058.2;051.9;040.9;036.6
18;2019;3;23;D;055.6;064.7;058.3;053.0;048.0;045.5
18;2019;3;23;E;054.1;061.4;057.2;052.5;048.3;046.2
18;2019;3;23;N;051.9;061.9;054.6;047.0;043.2;042.1
18;2019;3;23;T;054.2;063.3;057.2;051.1;044.9;042.4
19;2019;3;23;D;058.6;067.3;061.7;055.7;050.4;047.0
19;2019;3;23;E;060.6;067.4;061.5;055.5;050.6;047.6
19;2019;3;23;N;056.2;065.4;060.2;051.3;044.5;040.9
19;2019;3;23;T;058.4;066.7;061.3;054.6;047.5;042.3
20;2019;3;23;D;069.7;082.4;072.4;058.2;053.6;048.6
20;2019;3;23;E;058.2;066.8;060.7;056.6;051.6;047.3
20;2019;3;23;N;053.5;062.9;055.9;049.2;042.4;039.4
20;2019;3;23;T;066.9;081.0;066.0;055.8;046.3;040.3
24;2019;3;23;D;052.1;060.1;054.5;050.8;045.2;041.1
24;2019;3;23;E;049.7;056.8;052.7;047.8;042.2;039.6
24;2019;3;23;N;044.3;050.4;047.5;043.0;039.0;038.0
24;2019;3;23;T;050.2;058.3;053.4;047.6;040.2;038.2
25;2019;3;23;D;066.2;069.8;067.7;065.9;063.9;061.2
25;2019;3;23;E;065.9;068.7;067.2;065.8;064.2;062.3
25;2019;3;23;N;062.0;067.1;064.8;061.3;055.8;050.2
25;2019;3;23;T;065.1;069.4;067.3;065.1;059.2;052.7
26;2019;3;23;D;059.8;066.7;062.9;057.8;054.9;052.8
26;2019;3;23;E;059.4;065.8;062.5;057.7;054.7;053.0
26;2019;3;23;N;056.2;064.6;059.4;053.4;046.9;043.0
26;2019;3;23;T;058.8;066.0;062.2;056.7;050.7;044.5
27;2019;3;23;D;061.9;071.9;066.1;055.3;049.5;046.0
27;2019;3;23;E;061.9;071.8;065.6;055.5;047.1;042.8
27;2019;3;23;N;057.4;069.6;059.6;046.9;040.2;036.8
27;2019;3;23;T;061.0;071.4;064.9;053.9;044.2;038.2
28;2019;3;23;D;066.1;074.0;070.4;062.0;052.3;046.2
28;2019;3;23;E;065.2;073.4;069.6;061.2;051.6;046.3
28;2019;3;23;N;060.0;070.7;063.5;048.9;042.2;039.0
28;2019;3;23;T;064.6;073.5;069.2;058.8;044.2;040.5
29;2019;3;23;D;055.4;063.7;059.2;052.4;046.8;042.6
29;2019;3;23;E;056.2;063.6;060.2;052.7;045.3;041.3
29;2019;3;23;N;050.2;062.6;052.4;041.1;033.9;033.1
29;2019;3;23;T;054.5;063.4;058.8;050.1;037.3;033.2
30;2019;3;23;D;060.6;067.2;062.3;058.3;053.7;050.0
30;2019;3;23;E;058.6;065.4;061.4;057.5;051.9;048.5
30;2019;3;23;N;054.8;067.5;056.3;046.1;040.5;038.3
30;2019;3;23;T;059.0;067.0;061.6;056.3;042.7;039.2
31;2019;3;23;D;062.5;071.9;067.3;054.1;048.3;044.1
31;2019;3;23;E;062.7;071.8;067.5;056.5;047.8;042.5
31;2019;3;23;N;054.4;067.6;053.0;046.0;042.1;040.1
31;2019;3;23;T;061.1;071.4;066.0;051.7;043.7;040.9
47;2019;3;23;D;051.0;059.8;053.1;047.7;044.4;042.3
47;2019;3;23;E;054.5;068.7;053.3;047.5;044.9;043.3
47;2019;3;23;N;049.0;059.9;051.4;044.0;038.3;036.8
47;2019;3;23;T;051.2;060.4;052.6;046.8;040.8;037.3
48;2019;3;23;D;061.2;067.5;063.3;060.4;055.7;051.1
48;2019;3;23;E;061.6;067.1;063.7;060.9;056.5;052.3
48;2019;3;23;N;060.9;068.7;062.6;059.0;053.1;048.5
48;2019;3;23;T;061.2;067.8;063.1;060.1;054.7;049.7
50;2019;3;23;D;065.5;070.8;065.8;062.6;059.0;056.1
50;2019;3;23;E;066.3;072.0;066.1;063.0;059.6;057.0
50;2019;3;23;N;062.7;069.3;064.4;059.9;054.6;051.1
50;2019;3;23;T;064.9;070.8;065.5;061.9;057.1;052.4
54;2019;3;23;D;059.5;066.3;062.3;058.1;052.6;048.6
54;2019;3;23;E;059.6;065.8;062.4;058.5;054.2;048.5
54;2019;3;23;N;053.7;063.6;057.6;048.2;041.3;037.6
54;2019;3;23;T;058.3;065.6;061.7;056.5;044.6;039.1
55;2019;3;23;D;055.7;063.6;058.4;052.4;048.2;045.4
55;2019;3;23;E;054.6;063.1;057.0;051.1;047.1;044.9
55;2019;3;23;N;051.3;060.8;054.4;047.1;042.7;040.9
55;2019;3;23;T;054.5;062.9;057.3;050.9;044.8;041.4
86;2019;3;23;D;056.3;066.1;059.6;052.0;045.2;040.7
86;2019;3;23;E;055.7;065.6;059.2;051.6;043.4;040.4
86;2019;3;23;N;051.7;063.0;054.0;041.4;036.3;035.2
86;2019;3;23;T;055.0;065.2;058.5;049.4;038.3;035.5
1;2019;3;22;D;068.3;073.8;070.8;067.0;061.4;059.0
1;2019;3;22;E;067.8;074.3;070.4;065.8;060.7;057.6
1;2019;3;22;N;065.3;072.3;069.5;061.7;054.4;049.8
1;2019;3;22;T;067.3;073.4;070.4;065.4;058.3;051.8
2;2019;3;22;D;070.4;076.3;071.5;068.4;065.5;063.1
2;2019;3;22;E;069.4;076.5;070.9;068.1;065.3;061.8
2;2019;3;22;N;066.3;072.9;069.4;064.1;058.3;054.0
2;2019;3;22;T;069.2;075.3;070.9;067.5;061.7;056.0
3;2019;3;22;D;068.7;076.9;072.2;060.8;055.1;050.3
3;2019;3;22;E;060.4;068.0;062.6;058.6;056.3;055.0
3;2019;3;22;N;058.9;069.0;061.0;053.6;048.5;046.0
3;2019;3;22;T;066.2;075.7;069.3;058.3;051.2;046.7
4;2019;3;22;D;065.3;073.3;066.9;063.7;061.4;060.1
4;2019;3;22;E;064.8;072.3;066.7;063.7;061.3;059.8
4;2019;3;22;N;060.4;068.5;063.4;057.9;052.2;048.1
4;2019;3;22;T;064.1;071.8;066.4;062.7;055.5;049.8
5;2019;3;22;D;062.2;066.9;063.1;059.9;056.7;054.2
5;2019;3;22;E;061.7;069.6;064.0;060.1;056.2;051.8
5;2019;3;22;N;053.4;061.6;056.9;050.3;042.7;039.7
5;2019;3;22;T;060.6;066.9;062.7;058.4;047.1;040.6
6;2019;3;22;D;072.0;078.8;074.8;070.7;065.1;063.0
6;2019;3;22;E;071.4;079.0;073.6;069.2;064.7;062.1
6;2019;3;22;N;066.9;074.3;070.4;064.2;056.9;051.7
6;2019;3;22;T;070.7;077.8;073.9;067.9;061.4;054.0
8;2019;3;22;D;067.3;074.0;070.0;065.8;062.1;059.1
8;2019;3;22;E;067.3;073.9;069.2;065.0;061.7;058.5
8;2019;3;22;N;063.4;071.0;067.3;061.1;050.9;043.4
8;2019;3;22;T;066.3;073.3;069.3;064.6;057.6;045.9
10;2019;3;22;D;066.1;073.9;069.7;063.1;057.5;053.8
10;2019;3;22;E;065.4;073.0;068.1;061.9;056.8;053.2
10;2019;3;22;N;059.1;069.4;062.4;052.1;043.8;040.7
10;2019;3;22;T;064.6;073.3;068.3;060.6;048.0;041.6
11;2019;3;22;D;068.1;075.1;070.0;066.9;063.1;058.6
11;2019;3;22;E;067.4;074.7;068.9;065.4;060.6;055.8
11;2019;3;22;N;061.2;070.4;065.2;056.2;045.1;038.5
11;2019;3;22;T;066.6;073.9;069.3;065.2;051.8;040.8
12;2019;3;22;D;064.7;073.9;066.2;062.3;059.2;057.3
12;2019;3;22;E;064.0;071.8;065.6;062.3;059.5;057.4
12;2019;3;22;N;059.2;065.9;061.5;055.8;049.5;045.2
12;2019;3;22;T;063.4;072.5;065.2;061.1;053.2;047.1
13;2019;3;22;D;060.9;065.8;061.2;056.7;050.7;046.4
13;2019;3;22;E;060.7;067.1;061.4;056.4;050.2;046.0
13;2019;3;22;N;050.8;060.9;054.8;042.5;036.8;035.3
13;2019;3;22;T;059.3;065.4;060.5;054.4;038.8;036.0
16;2019;3;22;D;062.1;068.1;064.5;061.0;055.2;049.8
16;2019;3;22;E;060.6;066.4;063.6;059.6;051.6;043.8
16;2019;3;22;N;055.6;064.8;060.3;049.0;036.7;033.4
16;2019;3;22;T;060.6;067.0;063.8;059.0;042.4;034.4
17;2019;3;22;D;057.5;064.7;059.8;055.3;050.3;046.6
17;2019;3;22;E;054.7;062.9;057.7;052.5;047.1;044.1
17;2019;3;22;N;051.1;060.9;054.9;042.2;033.8;032.2
17;2019;3;22;T;055.6;063.6;058.7;052.7;037.6;032.7
18;2019;3;22;D;056.6;065.4;059.6;053.7;048.2;045.0
18;2019;3;22;E;057.5;066.1;059.5;054.5;049.9;046.7
18;2019;3;22;N;048.9;059.0;051.7;044.5;039.0;038.1
18;2019;3;22;T;055.6;064.7;058.7;051.9;041.6;038.3
19;2019;3;22;D;061.1;068.0;063.3;058.1;053.2;050.4
19;2019;3;22;E;059.5;067.4;062.3;057.1;052.3;049.3
19;2019;3;22;N;055.9;066.0;060.2;048.5;038.9;035.0
19;2019;3;22;T;059.7;067.5;062.6;056.4;043.7;036.3
20;2019;3;22;D;066.8;079.1;067.8;060.6;056.5;053.4
20;2019;3;22;E;059.7;067.9;062.0;057.9;052.4;047.9
20;2019;3;22;N;052.1;062.8;054.8;046.7;039.7;037.3
20;2019;3;22;T;064.2;077.5;064.5;057.8;043.6;037.9
24;2019;3;22;D;050.8;060.8;052.3;048.8;044.9;040.1
24;2019;3;22;E;051.4;065.3;050.8;045.7;041.5;039.3
24;2019;3;22;N;044.0;052.2;047.3;040.5;037.2;036.2
24;2019;3;22;T;049.6;060.5;051.3;046.5;038.2;036.6
25;2019;3;22;D;066.9;070.6;068.3;066.5;064.9;063.1
25;2019;3;22;E;066.4;070.2;067.6;066.0;064.4;062.7
25;2019;3;22;N;061.9;067.7;065.3;060.7;053.8;047.9
25;2019;3;22;T;065.7;069.9;067.8;065.7;058.2;050.3
26;2019;3;22;D;061.3;066.9;063.9;059.6;056.1;054.3
26;2019;3;22;E;060.0;065.7;062.8;058.7;056.5;055.1
26;2019;3;22;N;056.8;065.2;060.0;054.3;046.4;043.1
26;2019;3;22;T;060.1;066.5;063.3;058.1;051.5;044.4
27;2019;3;22;D;063.6;073.2;068.1;057.4;049.6;045.7
27;2019;3;22;E;061.3;070.8;065.7;055.6;048.4;044.9
27;2019;3;22;N;059.3;071.1;062.1;050.2;039.4;036.6
27;2019;3;22;T;062.2;072.5;066.6;055.0;043.8;037.5
28;2019;3;22;D;068.2;075.3;072.1;065.2;056.4;050.5
28;2019;3;22;E;066.7;074.3;070.8;063.5;054.5;048.8
28;2019;3;22;N;060.9;072.9;064.1;048.4;041.3;038.6
28;2019;3;22;T;066.6;074.8;071.1;061.4;043.4;039.6
29;2019;3;22;D;058.3;066.0;062.0;055.0;048.3;044.8
29;2019;3;22;E;056.8;065.4;061.1;052.2;045.3;041.1
29;2019;3;22;N;051.7;063.6;055.3;039.7;033.8;032.3
29;2019;3;22;T;056.7;065.4;061.1;051.5;036.2;032.8
30;2019;3;22;D;060.8;067.5;063.4;059.3;055.3;052.2
30;2019;3;22;E;059.2;065.7;061.8;058.1;052.4;048.6
30;2019;3;22;N;055.3;065.1;058.0;047.1;041.1;038.6
30;2019;3;22;T;059.3;066.9;062.5;057.5;043.9;039.5
31;2019;3;22;D;063.5;072.4;068.1;058.0;050.2;046.6
31;2019;3;22;E;063.3;071.7;067.7;059.2;049.9;045.2
31;2019;3;22;N;052.2;065.8;052.0;040.6;036.8;035.3
31;2019;3;22;T;061.9;071.7;066.9;054.5;038.6;036.0
47;2019;3;22;D;058.7;069.9;057.7;050.7;047.2;045.2
47;2019;3;22;E;055.5;066.4;055.5;049.1;046.2;044.2
47;2019;3;22;N;048.5;060.0;050.1;040.6;036.2;034.7
47;2019;3;22;T;056.6;067.0;055.9;048.8;037.9;035.2
48;2019;3;22;D;063.5;069.9;065.9;062.8;056.8;054.0
48;2019;3;22;E;062.5;067.8;065.2;061.8;055.6;052.6
48;2019;3;22;N;059.5;065.6;061.9;057.4;051.6;047.2
48;2019;3;22;T;062.3;068.9;065.3;061.0;054.3;049.1
50;2019;3;22;D;066.3;072.8;067.6;064.4;061.5;059.2
50;2019;3;22;E;066.0;071.0;066.7;063.8;061.0;058.3
50;2019;3;22;N;061.1;067.4;063.8;058.0;050.8;046.9
50;2019;3;22;T;065.1;071.5;066.8;063.2;054.9;048.3
54;2019;3;22;D;061.0;066.9;063.7;059.7;055.4;051.2
54;2019;3;22;E;061.1;067.7;063.6;060.0;055.8;051.0
54;2019;3;22;N;052.7;063.3;057.0;045.0;037.6;035.3
54;2019;3;22;T;059.7;066.7;063.0;058.1;041.2;036.0
55;2019;3;22;D;057.7;065.2;060.8;054.3;049.8;047.1
55;2019;3;22;E;055.2;063.2;057.9;051.8;048.2;045.8
55;2019;3;22;N;051.5;061.4;054.3;047.3;041.4;039.9
55;2019;3;22;T;055.9;064.3;059.3;052.0;044.3;040.3
86;2019;3;22;D;058.7;067.5;062.4;055.8;048.4;044.1
86;2019;3;22;E;058.4;067.0;061.1;054.9;046.7;043.1
86;2019;3;22;N;049.6;061.5;052.2;039.0;035.4;035.0
86;2019;3;22;T;057.2;066.7;061.0;052.7;036.5;035.1
1;2019;3;21;D;068.4;073.8;070.9;067.4;061.4;059.0
1;2019;3;21;E;067.6;072.8;070.7;066.1;060.1;057.1
1;2019;3;21;N;064.7;071.9;069.0;060.8;051.7;046.7
1;2019;3;21;T;067.3;072.9;070.6;065.4;056.9;048.4
2;2019;3;21;D;069.6;076.0;071.1;068.2;065.5;063.2
2;2019;3;21;E;069.2;075.5;070.9;068.1;065.0;061.9
2;2019;3;21;N;065.4;072.7;068.7;062.7;055.5;050.5
2;2019;3;21;T;068.6;075.0;070.7;067.4;059.8;052.8
3;2019;3;21;D;063.6;076.6;064.9;058.9;054.3;051.0
3;2019;3;21;E;065.2;070.3;062.8;057.6;054.5;052.8
3;2019;3;21;N;058.0;068.8;059.9;052.6;047.6;044.3
3;2019;3;21;T;062.8;073.9;063.7;057.1;050.6;045.3
4;2019;3;21;D;065.3;074.1;066.9;063.4;061.2;059.4
4;2019;3;21;E;065.0;074.5;066.6;062.9;060.5;058.6
4;2019;3;21;N;059.4;067.9;062.4;056.4;049.4;044.7
4;2019;3;21;T;064.0;073.1;066.1;062.3;053.4;046.5
5;2019;3;21;D;072.6;083.6;078.5;060.4;056.8;054.1
5;2019;3;21;E;060.7;069.5;062.7;058.7;054.5;051.1
